Province,Local Authorithy,District,Constituency,"WardNo.",Polling Station,Facility,"Dabengwa DumisoZAPU","Mugabe RobertGabriel ZANU PF","Mukwashe MunodeiKisinoti ZDP","Ncube WelshmanMDC","Tsvangirayi MorganMDC-T","Total VotesRejected","Ballot PaperUnaccounted for",Total Votes Cast,"TotalValidVotesCast"
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,1,Chiweshe A,Primary School,3,139,0,5,67,6,0,220,214
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,1,Chiweshe B,Primary School,0,124,0,3,74,6,0,207,201
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,1,Magada,Primary School,3,126,0,4,50,6,0,189,183
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,1,Majandu,Primary School,0,98,0,8,86,6,0,198,192
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,1,Mapiravana,Secondary School,3,144,2,10,99,3,0,261,258
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,1,Mapiravana,Primary School,3,74,1,7,74,2,0,161,159
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,2,Chaka,Clinic - Tent,3,106,0,3,53,0,0,165,165
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,2,Gonawapotera A,Secondary school,2,110,1,2,161,3,0,279,276
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,2,Gonawapotera B,Secondary school,1,117,1,6,125,4,0,254,250
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,2,Makanya A,Primary School,5,173,5,13,106,12,0,314,302
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,2,Makanya B,Primary School,4,114,1,9,53,3,0,184,181
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,3,Chilimanzi A,Primary School,0,80,0,5,82,5,0,172,167
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,3,Chilimanzi B,Primary School,2,69,0,4,47,4,0,126,122
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,3,Chivona,Secondary School,3,114,1,6,105,7,0,236,229
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,3,Mhende,Primary School,5,199,4,11,111,11,0,341,330
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,3,Mutya,Primary School,0,175,2,2,78,9,0,266,257
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,3,Vhudzi,Primary School,2,55,3,9,127,3,0,199,196
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,4,Chengwena,Clinic - Tent,0,109,0,0,25,2,0,136,134
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,4,Chengwena,Secondary school,1,208,0,4,59,2,0,274,272
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,4,Chizvinire,Primary School,0,86,0,5,37,0,0,128,128
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,4,Juru/Godza BC,Tent,1,152,0,7,47,5,0,212,207
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,5,Chimbindi,Primary School,1,127,2,3,114,8,0,255,247
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,5,Chizhou A,Secondary school,0,93,1,2,63,2,0,161,159
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,5,Chizhou B,Secondary school,1,71,0,8,68,2,0,150,148
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,5,Muzeza,Primary School,0,111,0,9,112,3,0,235,232
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,5,Nhomboka,Primary School,5,119,1,3,66,5,0,199,194
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,6,Chipenzi BC,Tent,1,126,1,10,59,3,0,200,197
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,6,Gambiza,Primary  School,0,132,1,10,77,3,0,223,220
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,6,Holy Cross,Secondary school,0,40,1,2,80,3,0,126,123
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,6,Holy Cross BC,Tent,0,84,0,3,100,3,0,190,187
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,6,Hwata,Primary School,0,88,1,0,38,5,0,132,127
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,6,Munanzvi BC,Tent,0,139,1,7,114,2,0,263,261
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,7,Chinyuni,Primary School,0,121,1,8,87,5,0,222,217
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,7,Mashamba,Primary School,2,180,0,4,74,3,0,263,260
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,7,Mutenderende A,Secondary school,0,135,1,2,44,1,0,183,182
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,7,Mutenderende B,Secondary school,1,159,0,6,85,7,,258,251
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,8,Bhoroma BC,Tent,0,101,1,3,71,4,0,180,176
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,8,Charandura,Council Hall,0,230,1,6,183,12,0,432,420
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,8,Mavhaire,Primary School,1,205,0,7,90,8,0,311,303
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,8,Mawurunge BC,Tent,1,133,1,5,87,4,0,231,227
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,8,St Josephs' Hama,Primary School,0,100,1,2,62,2,0,167,165
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,9,Chihosho,Primary School,3,133,1,6,96,4,0,243,239
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,9,Guramatunhu,Primary School,3,161,0,6,106,7,0,283,276
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,9,Ngezi,Primary School,0,58,1,5,49,4,0,117,113
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,9,Rutunga,Primary School,1,112,1,7,85,4,0,210,206
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,9,Siyahokwe,Secondary school,2,217,11,116,1,7,0,354,347
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,9,Upfumba,Secondary school,3,197,3,11,120,7,0,341,334
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,10,Mahlatini Village,Tent,2,179,2,4,49,3,0,239,236
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,10,Maware,Primary School,0,132,0,4,44,2,0,182,180
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,10,Nhamo Turnoff,Tent,1,142,0,1,41,3,0,188,185
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,21,Gonamombe BC,Tent,1,139,0,1,58,6,0,205,199
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,21,Mazvimba,Primary School,1,140,0,9,106,8,0,264,256
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,21,Mukomberanwa,Secondary school,1,85,0,2,54,5,0,147,142
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,21,Muwani,Primary School,0,132,1,5,47,1,0,186,185
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,21,Nyamandi,Primary School,0,106,0,3,50,1,0,160,159
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,23,Govere,Primary School,0,108,3,5,81,0,0,197,197
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,23,Nyautonge,Primary School,2,159,1,7,46,4,0,219,215
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,23,Rupwepwe,Primary School,3,152,0,12,80,7,0,254,247
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,23,Shashe,Primary School,1,131,0,3,101,2,0,238,236
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,23,Taringana,Secondary School,0,46,0,5,40,2,0,93,91
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,25,Majongosi BC,Tent,0,179,1,10,95,4,0,289,285
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,25,Maponda,Primary School,2,224,0,11,122,18,0,377,359
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,25,Moyo Musande Mission,Tent,2,46,0,3,50,2,0,103,101
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,25,Mukwapuna Village,Tent,0,125,0,6,74,3,0,208,205
Midlands,Takawira RDC,Chirumanzu,Chirumanzu,25,Mushandirapamwe,Secondary school,0,280,,11,151,3,0,445,442
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,11,Chamakanda,Secondary school,4,126,2,5,54,7,0,198,191
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,11,Chamakanda,Primary School,1,180,1,7,59,22,0,270,248
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,11,Chitenderano,Primary School,1,176,0,2,23,11,0,213,202
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,11,Crossmaloof Village,Tent,0,119,0,0,17,1,0,137,136
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,11,Faerdan,Primary School,1,88,0,1,19,2,0,111,109
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,11,Fairfields,Primary School,4,175,0,3,60,9,0,251,242
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,12,Central Estates HQ,Homestead,0,339,1,1,26,14,0,381,367
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,12,Chiwodza,Primary School,4,675,2,7,27,36,0,751,715
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,12,Huchu Compound,Homestead,1,282,1,3,26,7,0,320,313
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,12,Nyagari,Primary School,2,509,1,3,26,11,0,552,541
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,12,Savanna,Primary School,0,186,0,1,29,8,0,224,216
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,13,BlinkWater/ Nyson township,Tent,0,61,1,2,33,3,0,100,97
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,13,Mvuma,Primary School,0,94,0,3,84,7,0,188,181
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,13,Mvuma Stranger,Community Hall,1,195,0,1,165,3,0,365,362
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,14,Mushayavhudzi BC,Tent,0,249,1,5,176,2,0,433,431
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,14,Njerere A,Primary School,0,76,0,3,70,4,0,153,149
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,14,Njerere B,Primary School,0,75,0,2,63,9,0,149,140
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Baru 3 Posts,Tent,0,160,0,0,3,2,0,165,163
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Gangarabwe,Primary School,1,171,0,1,13,10,0,196,186
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Herbert Mahlaba,Primary School,0,223,0,0,5,6,0,234,228
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Kushinga,Primary School,3,439,0,3,28,5,0,478,473
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Njiva BC,Tent,1,55,0,0,7,0,0,63,63
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Nyikavanhu,Primary School,1,203,2,1,12,2,0,221,219
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,15,Rambakombwa,Secondary School,2,240,1,1,21,5,0,270,265
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,16,Chishuku,Secondary school,0,344,0,2,21,67,0,434,367
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,16,Impala Ranch Homestead,Tent,0,16,0,1,2,2,0,21,19
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,16,Kinsey Ranch,Tent,0,41,0,0,3,3,0,47,44
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,16,Makuti,Primary School,1,279,1,0,14,4,0,299,295
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,16,Mugara BC,Tent,0,46,0,0,9,1,0,56,55
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,16,Utah,Primary School,0,418,0,0,14,3,0,435,432
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,17,Cambrai,Primary School,0,155,0,1,138,6,0,300,294
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,17,Lalapanzi,Secondary school,2,165,0,1,160,4,0,332,328
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,18,Chingegomo,Primary School,0,314,0,0,38,4,0,356,352
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,18,Mwire,Primary School,2,144,0,0,8,9,0,163,154
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,18,Tokwe 4,Clinic,0,192,0,0,13,5,0,210,205
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Bushy Park A,Primary School,1,444,0,0,12,9,0,466,457
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Bushy Park B,Primary School,1,362,1,2,19,10,0,395,385
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Dangarendove,Primary School,0,142,0,1,4,0,0,147,147
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Danny,Secondary School,1,195,0,0,3,6,0,205,199
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Manyora Homestead,Tent,0,157,0,0,3,3,0,163,160
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Musena,Primary School,0,262,2,0,15,1,0,280,279
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,19,Musena,Clinic,1,99,0,0,20,3,0,123,120
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Chakastaad,Primary School,0,313,0,1,26,3,0,343,340
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Chinu,Primary School,2,409,1,0,33,6,0,451,445
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Driefontein A,Primary School,0,145,0,4,169,6,0,324,318
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Driefontein B,Primary School,2,93,0,5,78,3,0,181,178
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,England,Secondary school,0,42,0,0,8,0,0,50,50
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,England,Primary School,3,155,0,0,5,3,0,166,163
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Matende,Primary School,0,90,1,0,35,1,0,127,126
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Moffat,Primary School,0,341,1,5,30,9,0,386,377
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Mtao/Fairfield Compound,Tent,2,46,0,2,35,1,0,86,85
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Ortons Drift,Secondary school,0,376,0,0,34,6,0,416,410
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Union,Primary School,1,221,0,0,23,4,0,249,245
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Village 9,Tent,0,226,1,3,17,7,0,254,247
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,20,Wyldegroove,Primary School,0,204,0,0,12,0,0,216,216
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,22,Hillview,Secondary school,1,342,1,1,20,6,0,371,365
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,22,Makomborero Cooperative,Tent,0,15,0,0,9,1,0,25,24
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,22,Netherburn,Primary School,1,50,0,1,10,0,0,62,62
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,22,Scheepers/Hagley Estates,Homestead,0,17,0,0,4,0,0,21,21
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,22,Wadzanai,Primary School,2,88,0,5,95,2,0,192,190
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,24,Athens Mine,Recreation Centre,0,179,0,4,180,5,7,368,363
Midlands,Takawira RDC,Chirumanzu,Chirumanzu Zibagwe,24,St Theresa,Primary School,2,165,0,4,123,3,0,297,294
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Marivale,Primary School,1,351,1,1,24,10,0,388,378
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Marivale Village 6,Tent,0,464,0,0,9,12,0,485,473
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Milsonia,Primary School,1,322,0,0,5,18,0,346,328
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Milsonia Village 9,Tent,1,174,0,1,0,3,0,179,176
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Mopani Park,Primary School,0,219,0,0,5,6,0,230,224
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Riverside,Primary School,2,343,1,0,14,5,0,365,360
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,1,Sultana,Homestead,0,85,0,0,0,3,0,88,85
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Chimwaoga,Primary School,7,363,0,4,60,4,0,438,434
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Lorraine Farm,Tent,0,111,0,0,3,0,0,114,114
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Moreena Ranch Farm,Tent,0,16,0,0,4,1,0,21,20
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Pauldale,Primary School,1,327,0,0,7,0,0,335,335
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Rockvale farm,Tent,0,175,0,0,4,2,0,181,179
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Sebakwe,Primary School,1,227,0,1,25,7,0,261,254
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Sebakwe Recreation,Tent,1,44,0,0,7,2,0,54,52
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,2,Umlala Park,Primary School,1,317,1,5,33,11,0,368,357
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Belgrave Farm Church,Homestead,1,251,0,0,23,2,0,277,275
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Bonwei,Primary School,1,189,3,1,17,2,0,213,211
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Creek Delvillewood,Homestead,3,369,0,0,17,10,0,399,389
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Rolling River  Homestead,Tent,0,67,0,0,12,0,0,79,79
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Sebakwe Min Of Transport,Tent,0,85,0,0,29,2,0,116,114
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Sherwood,Primary School,7,507,3,5,113,5,0,640,635
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,Soma/Sherwood East Block Hom,Tsetnetad,1,57,0,1,19,1,0,79,78
Midlands,Zibagwe RDC,Kwekwe,Chirumanzu Zibagwe,31,ZESA Munyati,Community Hall,0,285,1,14,378,15,0,693,678
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,4,Chireya Primary,Primary School,8,432,2,18,168,10,0,638,628
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,4,Kaenga Ground,Tent,5,309,2,8,33,6,0,363,357
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,4,Kajirivanda,Primary School,11,381,4,4,58,38,0,496,458
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,4,Kasawayo BC,Tent,1,136,1,2,18,1,0,159,158
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,4,Marere BC,Tent,0,165,0,2,30,3,0,200,197
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,4,Murunga Village,Tent,6,303,1,3,22,5,0,340,335
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,7,Chirengwe BC,Tent,4,116,1,11,105,6,0,243,237
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,7,Chomukuyu,Primary School,3,284,0,0,17,4,0,308,304
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,7,Chota,Primary School,4,217,1,6,64,3,0,295,292
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,7,Dambamazura,Primary School,2,478,6,9,73,8,0,576,568
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,7,Hamandishe BC,Tent,3,117,1,6,114,7,0,248,241
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,7,Murunguziva,Primary School,4,487,2,3,28,11,0,535,524
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,8,Chirasavana BC,Tent,0,169,1,0,12,13,0,195,182
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,8,Gura BC,Tent,4,313,3,7,26,16,0,369,353
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,8,Kachahwa BC,Tent,0,239,0,4,78,4,0,325,321
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,8,Masemo,Primary School,4,442,3,9,30,9,0,497,488
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,8,Siyandawoneka BC,Tent,3,99,0,4,29,2,0,137,135
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,9,Murengwa Grounds,Tent,0,87,0,4,48,2,0,141,139
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,9,Mutimuri BH,Tent,3,333,1,7,31,5,0,380,375
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,9,Nevana Dam,Tent,1,220,2,12,80,21,0,336,315
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,9,Umbe,Primary School,3,216,3,13,106,14,0,355,341
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,9,Zanda,Primary School,5,425,1,7,96,17,0,551,534
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,10,Jaramba Point,Tent,5,256,2,8,58,8,0,337,329
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,10,Chipangura,Tent,14,374,3,10,52,31,0,484,453
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,10,Gwebo B/C,Tent,3,282,2,5,67,12,0,371,359
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,10,Masosoni,Primary School,6,390,4,9,42,29,0,480,451
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,10,Mudondo,Primary School,8,604,1,5,29,55,0,702,647
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,14,Kamwa,Primary School,4,520,1,8,47,11,0,591,580
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,14,Mbovhana,Secondary school,6,223,1,13,159,8,0,410,402
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,14,Mutehwe,Primary School,4,495,1,19,80,24,0,623,599
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,14,Nyamakango BC,Tent,2,209,0,5,56,1,0,273,272
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,14,Nyamhara,Primary School,4,204,0,14,122,10,0,354,344
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,33,Chiodza,Primary School,4,326,2,6,25,6,0,369,363
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,33,Chiroveka BC,Tent,0,96,0,3,35,1,0,135,134
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,33,Gandavacheche,Primary School,11,424,3,12,38,11,0,499,488
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,33,Kahobo,Primary School,8,410,3,7,71,10,0,509,499
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,33,New Mine,Tent,5,261,2,1,19,6,0,294,288
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,34,Bungwa,Primary School,2,195,2,8,57,5,0,269,264
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,34,Bungwa BC,Tent,3,157,1,11,57,5,0,234,229
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,34,Denda,Secondary school,2,206,0,9,72,13,0,302,289
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,34,Kamwambe,Primary School,4,369,3,4,49,10,0,439,429
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,34,Mvumba,Primary School,3,158,1,9,96,6,0,273,267
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Midlands,Gokwe North RDC,Gokwe North,Gokwe-Chireya,35,Goredema,Primary School,4,267,4,12,68,13,0,368,355
