Province,Local Authority,District,Constituency,Ward No.,Polling Station,Facility,"DabengwaDumisoZAPU","Mugabe RobertGabriel    ZANU PF","MukwazheMunodeiKisinoti ZDP","NcubeWelshmanMDC","TsvangirayiMorganMDC-T","Total VotesRejected","Ballot PaperUnaccounted for","Total VotesCast","Total ValidVotes Cast",
Manicaland,Buhera RDC,Buhera,Buhera Central,16,Bika Primary School,School,1,273,0,14,186,15,0,489,474,
Manicaland,Buhera RDC,Buhera,Buhera Central,16,Madzimbashuro Clinic,Tent,1,104,1,1,203,4,0,314,310,
Manicaland,Buhera RDC,Buhera,Buhera Central,16,Muteve Primary School,School,7,311,0,15,135,7,0,475,468,
Manicaland,Buhera RDC,Buhera,Buhera Central,16,Nechavava Primary School,School,2,175,0,9,126,8,0,320,312,
Manicaland,Buhera RDC,Buhera,Buhera Central,16,Bedza  Business Centre(Tent),Tent,3,96,0,15,130,11,0,255,244,
Manicaland,Buhera RDC,Buhera,Buhera Central,16,Mudanda Clinic,Tent,1,277,1,2,43,1,0,325,324,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,17,Hukuimwe Primary  School,School,1,121,2,15,71,3,0,213,210,
Manicaland,Buhera RDC,Buhera,Buhera Central,17,Sositeni Business Centre (Tent),Tent,3,84,0,3,62,1,0,153,152,
Manicaland,Buhera RDC,Buhera,Buhera Central,17,Vhiriri Primary School,School,0,274,0,9,157,3,0,443,440,
Manicaland,Buhera RDC,Buhera,Buhera Central,17,Mashingaidze Township(Tent),School,2,141,1,10,40,7,0,201,194,
Manicaland,Buhera RDC,Buhera,Buhera Central,17,Mukono Primary School,School,1,109,0,2,33,3,0,148,145,
Manicaland,Buhera RDC,Buhera,Buhera Central,17,Sanga Primary School,School,0,147,0,9,55,7,0,218,211,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,18,Mugombe Primary  School,School,4,345,0,12,209,7,0,577,570,
Manicaland,Buhera RDC,Buhera,Buhera Central,18,Mumbijo Primary School,School,2,210,0,5,74,10,0,301,291,
Manicaland,Buhera RDC,Buhera,Buhera Central,18,Mutauto Primary School,School,1,188,0,10,249,20,0,468,448,
Manicaland,Buhera RDC,Buhera,Buhera Central,18,Nyashanu Primary School,School,3,83,1,6,107,2,0,202,200,
Manicaland,Buhera RDC,Buhera,Buhera Central,18,Mutauto Secondary School,School,4,200,0,4,83,3,0,294,291,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Bangure Primary School,School,6,352,6,25,111,23,0,523,500,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Chiwa Business Centre(Tent),Tent,2,92,1,3,39,4,0,141,137,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Ndyarima Primary School,School,2,285,0,8,109,19,0,423,404,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Nyamakute Primary School,School,0,67,0,4,65,8,0,144,136,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Bangure Creche,Creche,7,186,3,10,50,4,0,260,256,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Hanyire Township(Tent),Tent,1,94,0,5,39,13,0,152,139,
Manicaland,Buhera RDC,Buhera,Buhera Central,19,Manhuru Business Centre (Tent),Tent,2,123,1,7,60,7,0,200,193,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,20,Betera Primary  School,School,5,240,1,18,142,13,0,419,406,
Manicaland,Buhera RDC,Buhera,Buhera Central,20,Betera Secondary School,School,0,184,1,3,88,14,0,290,276,
Manicaland,Buhera RDC,Buhera,Buhera Central,20,Chihera Primary School,School,4,239,2,11,83,16,0,355,339,
Manicaland,Buhera RDC,Buhera,Buhera Central,20,Mutemera Primary School,School,10,334,2,13,95,25,0,479,454,
Manicaland,Buhera RDC,Buhera,Buhera Central,20,Nhamo Primary School,School,4,242,0,17,102,20,0,385,365,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,21,Maweni Business Centre  (Tent),Tent,1,106,1,7,82,21,0,218,197,
Manicaland,Buhera RDC,Buhera,Buhera Central,21,Mukambirwa Primary School,School,2,188,5,16,131,17,0,359,342,
Manicaland,Buhera RDC,Buhera,Buhera Central,21,Murwira Primary School,School,5,251,0,23,133,21,0,433,412,
Manicaland,Buhera RDC,Buhera,Buhera Central,21,Pedzisai Primary School,School,4,144,3,11,54,15,0,231,216,
Manicaland,Buhera RDC,Buhera,Buhera Central,21,Basira Primary School,School,9,220,2,30,119,10,0,390,380,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Gotora Primary School,School,4,235,1,10,62,11,0,323,312,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Mafuruse Primary School,School,2,221,3,8,59,40,0,333,293,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Marambanyika Primary School,School,2,168,0,1,25,5,0,201,196,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Matereke Primary School,School,1,159,0,4,53,20,0,237,217,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Muzilikazi Primary School,School,3,187,0,4,35,10,0,239,229,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Masasa Business Centre(Tent),Tent,0,179,3,6,77,23,0,288,265,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Muzilikazi Secondary School,School,12,211,5,9,56,22,,315,293,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Usavi Primary School,School,4,157,4,17,101,32,0,315,283,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Zvomwoyo Primary School,School,2,254,2,9,36,15,0,318,303,
Manicaland,Buhera RDC,Buhera,Buhera Central,22,Zvomwoyo Secondary School,School,6,288,1,14,59,23,0,391,368,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Chirozva Primary School,School,3,102,1,13,163,23,0,305,282,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Kandenga Primary School,School,0,357,4,14,215,11,0,601,590,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Mudawose Clinic,Tent,2,141,2,8,116,19,0,288,269,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Chirozva Secondary School,School,4,152,1,5,67,8,0,237,229,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Chitengu Business Centre (Tent),Tent,1,103,3,8,190,26,0,331,305,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Machiragwama Primary School,School,8,199,2,13,109,11,0,342,331,
Manicaland,Buhera RDC,Buhera,Buhera Central,23,Mupeza Primary School,School,4,175,3,16,78,11,0,287,276,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera Central,32,Chimbudzi Business Centre(Tent),Tent,3,103,0,12,74,15,0,207,192,
Manicaland,Buhera RDC,Buhera,Buhera Central,32,Chimbudzi Primary School,School,1,71,1,9,101,9,0,192,183,
Manicaland,Buhera RDC,Buhera,Buhera Central,32,Chiurwi Primary School,School,3,304,2,12,124,26,0,471,445,
Manicaland,Buhera RDC,Buhera,Buhera Central,32,Maneta Primary School,School,4,105,0,10,55,5,0,179,174,
Manicaland,Buhera RDC,Buhera,Buhera Central,32,Matiyasi Business Centre (Tent),Tent,0,154,0,4,41,8,0,207,199,
Manicaland,Buhera RDC,Buhera,Buhera Central,32,Matsvai Primary School,School,4,218,3,27,95,18,0,365,347,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,7,Chikwekwete Primary School,School,2,191,2,11,133,8,0,347,339,
Manicaland,Buhera RDC,Buhera,Buhera North,7,Mombeyarara Primary School,School,1,113,1,2,123,9,0,249,240,
Manicaland,Buhera RDC,Buhera,Buhera North,7,Muchuweni Business Centre(Tent),Tent,0,128,1,8,134,7,0,278,271,
Manicaland,Buhera RDC,Buhera,Buhera North,7,Mukondomi Primary School,School,2,127,2,8,115,8,0,262,254,
Manicaland,Buhera RDC,Buhera,Buhera North,7,Chengoma Gvt  Secondary School,School,5,158,1,12,114,8,0,298,290,
Manicaland,Buhera RDC,Buhera,Buhera North,7,Sikereta Business Centre (Tent),Tent,0,134,0,15,206,10,0,365,355,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,8,Chimumvuri Business Centre,Tent,1,298,1,5,58,3,0,366,363,
Manicaland,Buhera RDC,Buhera,Buhera North,8,Chiturike Primary School,School,4,173,0,16,169,4,0,366,362,
Manicaland,Buhera RDC,Buhera,Buhera North,8,Redzo Church,Church,1,144,0,5,100,5,0,255,250,
Manicaland,Buhera RDC,Buhera,Buhera North,8,St Bernards Primary School,School,0,200,0,9,143,12,0,364,352,
Manicaland,Buhera RDC,Buhera,Buhera North,8,Chirasauta Primary School,School,1,183,3,9,57,1,0,254,253,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Chinhoro Primary School,School,0,217,0,3,94,7,0,321,314,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Dorowa Mine Boston Hall,Hall,0,102,0,1,105,0,0,208,208,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Holy Family Primary School,School,0,92,0,4,40,1,0,137,136,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Mukamba Business Centre(Tent),Tent,0,108,3,5,165,4,0,285,281,
Manicaland,Buhera RDC,Buhera,Buhera North,9,St Phillips Primary School,School,1,112,0,9,125,3,0,250,247,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Gunde Primary School,School,1,119,0,2,169,4,0,295,291,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Mulena Supermarket(Tent),Tent,0,172,1,8,129,2,0,312,310,
Manicaland,Buhera RDC,Buhera,Buhera North,9,Save Business Centre(Tent),Tent,1,128,0,7,72,4,0,212,208,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,10,Gaza RGV Sub Office,Sub office,3,190,0,6,103,2,0,304,302,
Manicaland,Buhera RDC,Buhera,Buhera North,10,Hande Primary School,School,2,178,1,10,136,4,0,331,327,
Manicaland,Buhera RDC,Buhera,Buhera North,10,Machacha Primary School,School,4,170,0,5,66,4,0,249,245,
Manicaland,Buhera RDC,Buhera,Buhera North,10,St Michaels Secondary School,School,5,193,0,24,107,8,0,337,329,
Manicaland,Buhera RDC,Buhera,Buhera North,10,Nyamasanga Business Centre (Tent),Tent,7,408,0,11,113,13,0,552,539,
Manicaland,Buhera RDC,Buhera,Buhera North,10,St Johns Primary School,School,0,250,0,4,60,3,0,317,314,
Manicaland,Buhera RDC,Buhera,Buhera North,10,St Michaels Primary School,School,4,326,1,14,116,6,0,467,461,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,11,Domboreshumba (Church),Church,3,358,1,3,123,24,0,512,488,
Manicaland,Buhera RDC,Buhera,Buhera North,11,St Albans Primary School,School,4,324,2,19,180,22,0,551,529,
Manicaland,Buhera RDC,Buhera,Buhera North,11,St Moses The Prophet Primary School,School,1,296,2,6,141,22,0,468,446,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,11,Nyamasanga Primary School,School,1,109,0,3,87,6,0,206,200,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,12,Chiwenga Clinic,Tent,3,309,1,14,118,23,0,468,445,
Manicaland,Buhera RDC,Buhera,Buhera North,12,Mukwasi Primary School,School,0,195,1,4,146,9,0,355,346,
Manicaland,Buhera RDC,Buhera,Buhera North,12,Rupfunde Primary School,School,1,140,0,2,25,10,0,178,168,
Manicaland,Buhera RDC,Buhera,Buhera North,12,Sabi Drift Business Centre (Tent),Tent,1,215,0,3,32,4,0,255,251,
Manicaland,Buhera RDC,Buhera,Buhera North,12,Bhidhiri Township (Tent),Tent,1,98,0,16,126,21,0,262,241,
Manicaland,Buhera RDC,Buhera,Buhera North,12,Mavangwe Primary School,School,1,224,2,12,125,7,0,371,364,
Manicaland,Buhera RDC,Buhera,Buhera North,12,St Antony Primary School,School,2,175,1,10,66,18,0,272,254,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Chipodzana Primary School,School,3,223,0,8,60,7,0,301,294,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Garawaziva Club House (Tent),Tent,0,383,0,4,71,16,0,474,458,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Masocha Primary School,School,1,139,0,5,87,3,0,235,232,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Mavhaire Business Centre (Tent),Tent,1,187,1,7,196,5,0,397,392,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Mugoniwa Business Centre(Tent),Tent,3,216,0,8,84,3,0,314,311,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Neshava Primary School,School,1,157,1,11,238,10,0,418,408,
Manicaland,Buhera RDC,Buhera,Buhera North,13,Shava Mine(Tent),Tent,0,225,0,0,51,2,0,278,276,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera North,31,Chawatama Primary School,School,7,218,1,22,242,14,0,504,490,
Manicaland,Buhera RDC,Buhera,Buhera North,31,Mugwenhi Primary School,School,1,166,1,7,123,5,0,303,298,
Manicaland,Buhera RDC,Buhera,Buhera North,31,Muzari Business Centre(Tent),Tent,3,192,1,11,173,3,0,383,380,
Manicaland,Buhera RDC,Buhera,Buhera North,31,Ndawana Primary School,School,3,158,1,7,113,8,0,290,282,
Manicaland,Buhera RDC,Buhera,Buhera North,31,Mahoko Business Centre (Tent),Tent,0,49,0,3,50,0,0,102,102,
Manicaland,Buhera RDC,Buhera,Buhera North,31,Mahoko Primary School,School,0,36,0,1,27,1,0,65,64,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Mabhoko Business Centre(Tent),Tent,3,210,0,0,52,1,0,266,265,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Mabhoko Primary School,School,0,102,0,3,27,0,0,132,132,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Mushongwi Business Centre(Tent),Tent,1,51,0,19,170,10,0,251,241,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Mushongwi Primary School,School,14,218,4,17,102,21,0,376,355,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Muzokomba Primary School,School,4,203,2,9,136,13,0,367,354,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Nyadi Primary School,School,8,221,0,9,116,6,0,360,354,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Matsakanure Primary School,School,5,239,3,22,167,13,0,449,436,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Muzokomba Business Centre(Tent),Tent,3,37,1,4,115,3,0,163,160,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Muzokomba Secondary School,School,0,47,0,1,100,3,0,151,148,
Manicaland,Buhera RDC,Buhera,Buhera South,24,Zvekare Primary School,School,3,208,0,7,44,7,0,269,262,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Matsetsa Business Centre(Tent),Tent,3,176,2,8,93,2,0,284,282,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Ngomayevise Primary School,School,6,240,1,7,88,7,0,349,342,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Romorehoto Primary School,School,5,209,3,18,102,9,0,346,337,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Zangama Primary School,School,6,142,3,19,124,6,0,300,294,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Zvenyika Primary School,School,4,187,3,11,91,13,0,309,296,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Manjokota Primary School,School,3,206,2,10,137,7,0,365,358,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Mukuri Business Centre (Tent),Tent,2,244,0,3,28,17,0,294,277,
Manicaland,Buhera RDC,Buhera,Buhera South,25,Tsamwai Business Centre (Tent),Tent,5,84,2,15,77,9,0,192,183,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Imbi Primary School,School,2,301,3,18,92,6,0,422,416,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Muchuwa Primary School,School,1,229,0,1,37,5,0,273,268,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Mutepfe Primary School,School,0,296,0,6,51,3,0,356,353,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Mutero Business Centre (Tent),Tent,0,338,1,8,41,2,0,390,388,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Muchuwa Business Centre(Tent),Tent,2,283,2,0,28,2,0,317,315,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Mutepfe Secondary School,School,4,382,3,7,93,6,0,495,489,
Manicaland,Buhera RDC,Buhera,Buhera South,26,Zumbi Ngomayevise Primary School,School,6,399,2,2,31,13,0,453,440,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,27,Chimombe Primary School,School,7,649,2,24,118,22,0,822,800,
Manicaland,Buhera RDC,Buhera,Buhera South,27,Nehumambi Business Centre (Tent),Tent,2,262,0,9,47,12,0,332,320,
Manicaland,Buhera RDC,Buhera,Buhera South,27,Nehumambi Primary School,School,2,154,0,7,97,13,0,273,260,
Manicaland,Buhera RDC,Buhera,Buhera South,27,Dzaramba Primary School,School,4,192,2,13,132,5,0,348,343,
Manicaland,Buhera RDC,Buhera,Buhera South,27,Mutiusinazita Secondary School,School,5,660,5,21,148,32,0,871,839,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Chapanduka Secondary School,School,2,243,1,14,95,6,0,361,355,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Dune Primary School,School,0,103,0,9,62,6,0,180,174,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Jori Business Centre(Tent),Tent,1,47,0,4,101,4,0,157,153,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Mangwadza Primary School,School,2,63,0,10,120,35,0,230,195,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Barura Primary School,School,3,292,1,8,119,12,0,435,423,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Chapanduka Primary School,School,5,121,0,12,250,10,0,398,388,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Dune Business Centre(Tent),Tent,4,112,2,9,103,11,0,241,230,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Jori Primary School,School,1,54,0,4,119,1,0,179,178,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Murove Primary School,School,4,405,0,5,122,17,0,553,536,
Manicaland,Buhera RDC,Buhera,Buhera South,28,Mutendamambo Primary School,School,2,128,0,2,50,8,0,190,182,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Chabata Primary School,School,1,225,4,16,208,9,0,463,454,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Nechikowa Primary School,School,5,187,1,8,66,4,0,271,267,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Nemadziva Primary School,School,2,206,0,7,156,7,0,378,371,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Neshumba Primary School,School,5,206,0,11,139,3,0,364,361,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Tanyiswa Business Centre (Tent),Tent,3,117,2,9,78,7,0,216,209,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Bhegedhe Business Centre(Tent),Tent,4,149,1,11,63,3,0,231,228,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Bhegedhe Primary School,School,10,233,0,5,47,4,0,299,295,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Muchini Primary School,School,1,185,1,9,77,2,0,275,273,
Manicaland,Buhera RDC,Buhera,Buhera South,29,Tapedzwa Primary School,School,1,210,1,7,62,10,0,291,281,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,30,Chako Primary School,School,0,29,0,5,115,5,0,154,149,
Manicaland,Buhera RDC,Buhera,Buhera South,30,Gunura Primary School,School,4,212,4,34,276,28,0,558,530,
Manicaland,Buhera RDC,Buhera,Buhera South,30,Nechishanyi Primary School,School,3,184,1,23,189,15,0,415,400,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Birchenough RGV  Sub Office,Sub office,1,261,1,16,222,8,0,509,501,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Chiunga Primary School (Tent),Tent,0,79,1,1,53,5,0,139,134,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Devuli Primary School,School,5,230,2,34,278,39,0,588,549,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Kufakwatenzi Primary School,School,2,91,0,21,209,8,0,331,323,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Birchenough  Primary School,School,4,202,1,11,193,10,0,421,411,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Bonda Irrigation (Tent),Tent,3,33,1,10,118,4,0,169,165,
Manicaland,Buhera RDC,Buhera,Buhera South,33,Chinyamatikiti Shops (Tent),Tent,3,105,2,8,96,4,0,218,214,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manicaland,Buhera RDC,Buhera,Buhera West,1,Mudzamiri Primary School,School,1,126,1,3,94,7,0,232,225,
Manicaland,Buhera RDC,Buhera,Buhera West,1,Mudzamiri Secondary School,School,2,133,2,15,132,1,0,285,284,
Manicaland,Buhera RDC,Buhera,Buhera West,1,St. Georges Primary School,School,2,240,0,16,134,10,0,402,392,
Manicaland,Buhera RDC,Buhera,Buhera West,1,Zvembira Secondary School,School,2,229,0,3,47,0,0,281,281,
Manicaland,Buhera RDC,Buhera,Buhera West,1,Chiverevere Business Centre (Tent),Tent,1,130,0,16,109,4,0,260,256,
Manicaland,Buhera RDC,Buhera,Buhera West,1,Kuenda Primary School,School,4,141,0,13,84,4,0,246,242,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
