local_authority,ward,candidate_srn
KUSILE RDC,23,3337
KUSILE RDC,23,3338
KUSILE RDC,24,3339
KUSILE RDC,24,3340
KUSILE RDC,25,3341
KUSILE RDC,26,3342
KUSILE RDC,26,3343
KUSILE RDC,26,3344
KUSILE RDC,26,3345
KUSILE RDC,27,3346
KUSILE RDC,27,3347
KUSILE RDC,28,3348
KUSILE RDC,28,3349
KUSILE RDC,28,3350
NKAYI RDC,1,3351
NKAYI RDC,1,3352
NKAYI RDC,1,3353
NKAYI RDC,1,3354
NKAYI RDC,2,3355
NKAYI RDC,2,3356
NKAYI RDC,2,3357
NKAYI RDC,2,3358
NKAYI RDC,3,3359
NKAYI RDC,3,3360
NKAYI RDC,3,3361
NKAYI RDC,3,3362
NKAYI RDC,4,3363
NKAYI RDC,4,3364
NKAYI RDC,4,3365
NKAYI RDC,5,3366
NKAYI RDC,5,3367
NKAYI RDC,5,3368
NKAYI RDC,5,3369
NKAYI RDC,6,3370
NKAYI RDC,6,3371
NKAYI RDC,6,3372
NKAYI RDC,7,3373
NKAYI RDC,7,3374
NKAYI RDC,7,3375
NKAYI RDC,7,3376
NKAYI RDC,8,3377
NKAYI RDC,8,3378
NKAYI RDC,8,3379
NKAYI RDC,9,3380
NKAYI RDC,9,3381
NKAYI RDC,9,3382
NKAYI RDC,10,3383
NKAYI RDC,10,3384
NKAYI RDC,10,3385
NKAYI RDC,10,3386
NKAYI RDC,11,3387
NKAYI RDC,11,3388
NKAYI RDC,11,3389
NKAYI RDC,12,3390
NKAYI RDC,12,3391
NKAYI RDC,12,3392
NKAYI RDC,12,3393
NKAYI RDC,13,3394
NKAYI RDC,13,3395
NKAYI RDC,13,3396
NKAYI RDC,14,3397
NKAYI RDC,14,3398
NKAYI RDC,14,3399
NKAYI RDC,14,3400
NKAYI RDC,15,3401
NKAYI RDC,15,3402
NKAYI RDC,15,3403
NKAYI RDC,15,3404
NKAYI RDC,16,3405
NKAYI RDC,16,3406
NKAYI RDC,16,3407
NKAYI RDC,16,3408
NKAYI RDC,17,3409
NKAYI RDC,17,3410
NKAYI RDC,17,3411
NKAYI RDC,17,3412
Nkayi RDC,18,3413
Nkayi RDC,18,3414
Nkayi RDC,18,3415
NKAYI RDC,19,3416
NKAYI RDC,19,3417
NKAYI RDC,19,3418
NKAYI RDC,19,3419
NKAYI RDC,20,3420
NKAYI RDC,20,3421
NKAYI RDC,20,3422
NKAYI RDC,20,3423
NKAYI RDC,21,3424
NKAYI RDC,21,3425
NKAYI RDC,21,3426
NKAYI RDC,21,3427
NKAYI RDC,22,3428
NKAYI RDC,22,3429
NKAYI RDC,22,3430
NKAYI RDC,23,3431
NKAYI RDC,23,3432
NKAYI RDC,24,3433
NKAYI RDC,24,3434
NKAYI RDC,24,3435
NKAYI RDC,24,3436
NKAYI RDC,25,3437
NKAYI RDC,25,3438
NKAYI RDC,25,3439
NKAYI RDC,25,3440
NKAYI RDC,26,3441
NKAYI RDC,26,3442
NKAYI RDC,26,3443
NKAYI RDC,26,3444
NKAYI RDC,27,3445
NKAYI RDC,27,3446
NKAYI RDC,27,3447
NKAYI RDC,27,3448
NKAYI RDC,28,3449
NKAYI RDC,28,3450
NKAYI RDC,28,3451
NKAYI RDC,28,3452
NKAYI RDC,29,3453
NKAYI RDC,29,3454
NKAYI RDC,29,3455
NKAYI RDC,29,3456
NKAYI RDC,30,3457
NKAYI RDC,30,3458
NKAYI RDC,30,3459
NKAYI RDC,30,3460
TSHOLOTSHO RDC,1,3461
TSHOLOTSHO RDC,1,3462
TSHOLOTSHO RDC,1,3463
TSHOLOTSHO RDC,1,3464
TSHOLOTSHO RDC,2,3465
TSHOLOTSHO RDC,2,3466
TSHOLOTSHO RDC,2,3467
TSHOLOTSHO RDC,3,3468
TSHOLOTSHO RDC,3,3469
TSHOLOTSHO RDC,3,3470
TSHOLOTSHO RDC,4,3471
TSHOLOTSHO RDC,4,3472
TSHOLOTSHO RDC,4,3473
TSHOLOTSHO RDC,5,3474
TSHOLOTSHO RDC,5,3475
TSHOLOTSHO RDC,5,3476
TSHOLOTSHO RDC,6,3477
TSHOLOTSHO RDC,6,3478
TSHOLOTSHO RDC,6,3479
TSHOLOTSHO RDC,6,3480
TSHOLOTSHO RDC,7,3481
TSHOLOTSHO RDC,7,3482
TSHOLOTSHO RDC,7,3483
TSHOLOTSHO RDC,8,3484
TSHOLOTSHO RDC,8,3485
TSHOLOTSHO RDC,8,3486
TSHOLOTSHO RDC,9,3487
TSHOLOTSHO RDC,9,3488
TSHOLOTSHO RDC,9,3489
TSHOLOTSHO RDC,9,3490
TSHOLOTSHO RDC,10,3491
TSHOLOTSHO RDC,10,3492
TSHOLOTSHO RDC,10,3493
TSHOLOTSHO RDC,11,3494
TSHOLOTSHO RDC,11,3495
TSHOLOTSHO RDC,11,3496
TSHOLOTSHO RDC,11,3497
TSHOLOTSHO RDC,12,3498
TSHOLOTSHO RDC,12,3499
TSHOLOTSHO RDC,12,3500
TSHOLOTSHO RDC,12,3501
TSHOLOTSHO RDC,13,3502
TSHOLOTSHO RDC,13,3503
TSHOLOTSHO RDC,13,3504
TSHOLOTSHO RDC,13,3505
TSHOLOTSHO RDC,14,3506
TSHOLOTSHO RDC,14,3507
TSHOLOTSHO RDC,14,3508
TSHOLOTSHO RDC,14,3509
TSHOLOTSHO RDC,15,3510
TSHOLOTSHO RDC,15,3511
TSHOLOTSHO RDC,15,3512
TSHOLOTSHO RDC,15,3513
TSHOLOTSHO RDC,16,3514
TSHOLOTSHO RDC,16,3515
TSHOLOTSHO RDC,16,3516
TSHOLOTSHO RDC,17,3517
TSHOLOTSHO RDC,17,3518
TSHOLOTSHO RDC,17,3519
TSHOLOTSHO RDC,18,3520
TSHOLOTSHO RDC,18,3521
TSHOLOTSHO RDC,18,3522
TSHOLOTSHO RDC,19,3523
TSHOLOTSHO RDC,19,3524
TSHOLOTSHO RDC,19,3525
TSHOLOTSHO RDC,20,3526
TSHOLOTSHO RDC,20,3527
TSHOLOTSHO RDC,21,3528
TSHOLOTSHO RDC,21,3529
TSHOLOTSHO RDC,21,3530
TSHOLOTSHO RDC,22,3531
TSHOLOTSHO RDC,22,3532
TSHOLOTSHO RDC,22,3533
TSHOLOTSHO RDC,22,3534
UMGUZA RDC,1,3535
UMGUZA RDC,1,3536
UMGUZA RDC,1,3537
UMGUZA RDC,2,3538
UMGUZA RDC,2,3539
UMGUZA RDC,2,3540
UMGUZA RDC,3,3541
UMGUZA RDC,3,3542
UMGUZA RDC,3,3543
UMGUZA RDC,3,3544
UMGUZA RDC,3,3545
UMGUZA RDC,4,3546
UMGUZA RDC,4,3547
UMGUZA RDC,4,3548
UMGUZA RDC,5,3549
UMGUZA RDC,5,3550
UMGUZA RDC,6,3551
UMGUZA RDC,6,3552
UMGUZA RDC,6,3553
UMGUZA RDC,7,3554
UMGUZA RDC,7,3555
UMGUZA RDC,7,3556
UMGUZA RDC,8,3557
UMGUZA RDC,8,3558
UMGUZA RDC,9,3559
UMGUZA RDC,9,3560
UMGUZA RDC,10,3561
UMGUZA RDC,10,3562
UMGUZA RDC,11,3563
UMGUZA RDC,11,3564
UMGUZA RDC,11,3565
UMGUZA RDC,12,3566
UMGUZA RDC,12,3567
UMGUZA RDC,13,3568
UMGUZA RDC,13,3569
UMGUZA RDC,14,3570
UMGUZA RDC,14,3571
UMGUZA RDC,15,3572
UMGUZA RDC,15,3573
UMGUZA RDC,16,3574
UMGUZA RDC,16,3575
UMGUZA RDC,16,3576
UMGUZA RDC,16,3577
UMGUZA RDC,16,3578
UMGUZA RDC,17,3579
UMGUZA RDC,17,3580
UMGUZA RDC,18,3581
UMGUZA RDC,18,3582
UMGUZA RDC,18,3583
UMGUZA RDC,19,3584
VIC. FALLS MUNICIPALITY,1,3585
VIC. FALLS MUNICIPALITY,1,3586
VIC. FALLS MUNICIPALITY,2,3587
VIC. FALLS MUNICIPALITY,2,3588
VIC. FALLS MUNICIPALITY,3,3589
VIC. FALLS MUNICIPALITY,3,3590
VIC. FALLS MUNICIPALITY,3,3591
VIC. FALLS MUNICIPALITY,3,3592
VIC. FALLS MUNICIPALITY,4,3593
VIC. FALLS MUNICIPALITY,4,3594
VIC. FALLS MUNICIPALITY,5,3595
VIC. FALLS MUNICIPALITY,5,3596
VIC. FALLS MUNICIPALITY,5,3597
VIC. FALLS MUNICIPALITY,6,3598
VIC. FALLS MUNICIPALITY,6,3599
VIC. FALLS MUNICIPALITY,6,3600
VIC. FALLS MUNICIPALITY,6,3601
VIC. FALLS MUNICIPALITY,7,3602
VIC. FALLS MUNICIPALITY,7,3603
VIC. FALLS MUNICIPALITY,7,3604
VIC. FALLS MUNICIPALITY,7,3605
VIC. FALLS MUNICIPALITY,8,3606
VIC. FALLS MUNICIPALITY,8,3607
VIC. FALLS MUNICIPALITY,8,3608
VIC. FALLS MUNICIPALITY,8,3609
VIC. FALLS MUNICIPALITY,9,3610
VIC. FALLS MUNICIPALITY,10,3611
VIC. FALLS MUNICIPALITY,10,3612
VIC. FALLS MUNICIPALITY,10,3613
VIC. FALLS MUNICIPALITY,11,3614
VIC. FALLS MUNICIPALITY,11,3615
VIC. FALLS MUNICIPALITY,11,3616
VIC. FALLS MUNICIPALITY,11,3617
VIC. FALLS MUNICIPALITY,11,3618
BEITRIDGE RDC,1,3619
BEITRIDGE RDC,1,3620
BEITRIDGE RDC,2,3621
BEITRIDGE RDC,2,3622
BEITRIDGE RDC,3,3623
BEITRIDGE RDC,3,3624
BEITRIDGE RDC,4,3625
BEITRIDGE RDC,4,3626
BEITRIDGE RDC,5,3627
BEITRIDGE RDC,5,3628
BEITRIDGE RDC,6,3629
BEITRIDGE RDC,6,3630
BEITRIDGE RDC,7,3631
BEITRIDGE RDC,7,3632
BEITRIDGE RDC,8,3633
BEITRIDGE RDC,8,3634
BEITRIDGE RDC,9,3635
BEITRIDGE RDC,9,3636
BEITRIDGE RDC,9,3637
BEITRIDGE RDC,10,3638
BEITRIDGE RDC,10,3639
BEITRIDGE RDC,10,3640
BEITRIDGE RDC,11,3641
BEITRIDGE RDC,11,3642
BEITRIDGE RDC,12,3643
BEITRIDGE RDC,12,3644
BEITRIDGE RDC,12,3645
BEITRIDGE RDC,13,3646
BEITRIDGE RDC,13,3647
BEITRIDGE RDC,14,3648
BEITRIDGE RDC,14,3649
BEITRIDGE RDC,15,3650
BEITRIDGE RDC,15,3651
BEITRIDGE TOWN COUNCIL,1,3652
BEITRIDGE TOWN COUNCIL,1,3653
BEITRIDGE TOWN COUNCIL,1,3654
BEITRIDGE TOWN COUNCIL,2,3655
BEITRIDGE TOWN COUNCIL,2,3656
BEITRIDGE TOWN COUNCIL,3,3657
BEITRIDGE TOWN COUNCIL,3,3658
BEITRIDGE TOWN COUNCIL,3,3659
BEITRIDGE TOWN COUNCIL,4,3660
BEITRIDGE TOWN COUNCIL,4,3661
BEITRIDGE TOWN COUNCIL,4,3662
BEITRIDGE TOWN COUNCIL,5,3663
BEITRIDGE TOWN COUNCIL,5,3664
BEITRIDGE TOWN COUNCIL,5,3665
BEITRIDGE TOWN COUNCIL,6,3666
BEITRIDGE TOWN COUNCIL,6,3667
BEITRIDGE TOWN COUNCIL,6,3668
BULILIMA RDC,1,3669
BULILIMA RDC,1,3670
BULILIMA RDC,1,3671
BULILIMA RDC,1,3672
BULILIMA RDC,2,3673
BULILIMA RDC,2,3674
BULILIMA RDC,3,3675
BULILIMA RDC,3,3676
BULILIMA RDC,3,3677
BULILIMA RDC,4,3678
BULILIMA RDC,4,3679
BULILIMA RDC,4,3680
BULILIMA RDC,5,3681
BULILIMA RDC,5,3682
BULILIMA RDC,5,3683
BULILIMA RDC,5,3684
BULILIMA RDC,6,3685
BULILIMA RDC,6,3686
BULILIMA RDC,6,3687
BULILIMA RDC,7,3688
BULILIMA RDC,7,3689
BULILIMA RDC,8,3690
BULILIMA RDC,8,3691
BULILIMA RDC,8,3692
BULILIMA RDC,9,3693
BULILIMA RDC,9,3694
BULILIMA RDC,9,3695
BULILIMA RDC,10,3696
BULILIMA RDC,10,3697
BULILIMA RDC,10,3698
BULILIMA RDC,11,3699
BULILIMA RDC,11,3700
BULILIMA RDC,11,3701
BULILIMA RDC,12,3702
BULILIMA RDC,12,3703
BULILIMA RDC,12,3704
BULILIMA RDC,13,3705
BULILIMA RDC,13,3706
BULILIMA RDC,13,3707
BULILIMA RDC,13,3708
BULILIMA RDC,14,3709
BULILIMA RDC,14,3710
BULILIMA RDC,14,3711
BULILIMA RDC,15,3712
BULILIMA RDC,15,3713
BULILIMA RDC,15,3714
BULILIMA RDC,16,3715
BULILIMA RDC,16,3716
BULILIMA RDC,16,3717
BULILIMA RDC,17,3718
BULILIMA RDC,18,3719
BULILIMA RDC,18,3720
BULILIMA RDC,18,3721
BULILIMA RDC,19,3722
BULILIMA RDC,19,3723
BULILIMA RDC,20,3724
BULILIMA RDC,20,3725
BULILIMA RDC,20,3726
BULILIMA RDC,21,3727
BULILIMA RDC,21,3728
BULILIMA RDC,21,3729
BULILIMA RDC,21,3730
BULILIMA RDC,22,3731
BULILIMA RDC,22,3732
GWANDA MUNICIPALITY,1,3733
GWANDA MUNICIPALITY,1,3734
GWANDA MUNICIPALITY,1,3735
GWANDA MUNICIPALITY,2,3736
GWANDA MUNICIPALITY,2,3737
GWANDA MUNICIPALITY,2,3738
GWANDA MUNICIPALITY,3,3739
GWANDA MUNICIPALITY,3,3740
GWANDA MUNICIPALITY,3,3741
GWANDA MUNICIPALITY,4,3742
GWANDA MUNICIPALITY,4,3743
GWANDA MUNICIPALITY,4,3744
GWANDA MUNICIPALITY,5,3745
GWANDA MUNICIPALITY,5,3746
GWANDA MUNICIPALITY,5,3747
GWANDA MUNICIPALITY,6,3748
GWANDA MUNICIPALITY,6,3749
GWANDA MUNICIPALITY,6,3750
GWANDA MUNICIPALITY,6,3751
GWANDA MUNICIPALITY,7,3752
GWANDA MUNICIPALITY,7,3753
GWANDA MUNICIPALITY,7,3754
GWANDA MUNICIPALITY,7,3755
GWANDA MUNICIPALITY,8,3756
GWANDA MUNICIPALITY,8,3757
GWANDA MUNICIPALITY,8,3758
GWANDA MUNICIPALITY,9,3759
GWANDA MUNICIPALITY,9,3760
GWANDA MUNICIPALITY,9,3761
GWANDA MUNICIPALITY,10,3762
GWANDA MUNICIPALITY,10,3763
GWANDA MUNICIPALITY,10,3764
GWANDA RDC,1,3765
GWANDA RDC,1,3766
GWANDA RDC,1,3767
GWANDA RDC,2,3768
GWANDA RDC,2,3769
GWANDA RDC,2,3770
GWANDA RDC,3,3771
GWANDA RDC,3,3772
GWANDA RDC,4,3773
GWANDA RDC,4,3774
GWANDA RDC,4,3775
GWANDA RDC,5,3776
GWANDA RDC,5,3777
GWANDA RDC,5,3778
GWANDA RDC,6,3779
GWANDA RDC,6,3780
GWANDA RDC,6,3781
GWANDA RDC,6,3782
GWANDA RDC,7,3783
GWANDA RDC,7,3784
GWANDA RDC,7,3785
GWANDA RDC,7,3786
GWANDA RDC,8,3787
GWANDA RDC,8,3788
GWANDA RDC,8,3789
GWANDA RDC,9,3790
GWANDA RDC,9,3791
GWANDA RDC,9,3792
GWANDA RDC,10,3793
GWANDA RDC,10,3794
GWANDA RDC,11,3795
GWANDA RDC,11,3796
GWANDA RDC,11,3797
GWANDA RDC,12,3798
GWANDA RDC,12,3799
GWANDA RDC,13,3800
GWANDA RDC,13,3801
GWANDA RDC,13,3802
GWANDA RDC,14,3803
GWANDA RDC,14,3804
GWANDA RDC,14,3805
GWANDA RDC,14,3806
GWANDA RDC,15,3807
GWANDA RDC,15,3808
GWANDA RDC,16,3809
GWANDA RDC,16,3810
GWANDA RDC,16,3811
GWANDA RDC,16,3812
GWANDA RDC,17,3813
GWANDA RDC,17,3814
GWANDA RDC,17,3815
GWANDA RDC,17,3816
GWANDA RDC,18,3817
GWANDA RDC,18,3818
GWANDA RDC,18,3819
GWANDA RDC,18,3820
GWANDA RDC,19,3821
GWANDA RDC,19,3822
GWANDA RDC,19,3823
GWANDA RDC,19,3824
GWANDA RDC,20,3825
GWANDA RDC,20,3826
GWANDA RDC,20,3827
GWANDA RDC,21,3828
GWANDA RDC,21,3829
GWANDA RDC,21,3830
GWANDA RDC,22,3831
GWANDA RDC,22,3832
GWANDA RDC,22,3833
GWANDA RDC,22,3834
GWANDA RDC,23,3835
GWANDA RDC,23,3836
GWANDA RDC,23,3837
GWANDA RDC,24,3838
GWANDA RDC,24,3839
INSIZA RDC,1,3840
INSIZA RDC,1,3841
INSIZA RDC,1,3842
INSIZA RDC,2,3843
INSIZA RDC,2,3844
INSIZA RDC,2,3845
INSIZA RDC,3,3846
INSIZA RDC,3,3847
INSIZA RDC,3,3848
INSIZA RDC,4,3849
INSIZA RDC,4,3850
INSIZA RDC,4,3851
INSIZA RDC,5,3852
INSIZA RDC,5,3853
INSIZA RDC,5,3854
INSIZA RDC,6,3855
INSIZA RDC,6,3856
INSIZA RDC,6,3857
INSIZA RDC,7,3858
INSIZA RDC,7,3859
INSIZA RDC,7,3860
INSIZA RDC,8,3861
INSIZA RDC,8,3862
INSIZA RDC,8,3863
INSIZA RDC,9,3864
INSIZA RDC,9,3865
INSIZA RDC,9,3866
INSIZA RDC,9,3867
INSIZA RDC,10,3868
INSIZA RDC,10,3869
INSIZA RDC,10,3870
INSIZA RDC,11,3871
INSIZA RDC,11,3872
INSIZA RDC,11,3873
INSIZA RDC,12,3874
INSIZA RDC,12,3875
INSIZA RDC,12,3876
INSIZA RDC,12,3877
INSIZA RDC,13,3878
INSIZA RDC,13,3879
INSIZA RDC,13,3880
INSIZA RDC,13,3881
INSIZA RDC,14,3882
INSIZA RDC,14,3883
INSIZA RDC,14,3884
INSIZA RDC,15,3885
INSIZA RDC,15,3886
INSIZA RDC,15,3887
INSIZA RDC,16,3888
INSIZA RDC,16,3889
INSIZA RDC,16,3890
INSIZA RDC,17,3891
INSIZA RDC,17,3892
INSIZA RDC,17,3893
INSIZA RDC,18,3894
INSIZA RDC,18,3895
INSIZA RDC,19,3896
INSIZA RDC,19,3897
INSIZA RDC,19,3898
INSIZA RDC,19,3899
INSIZA RDC,20,3900
INSIZA RDC,20,3901
INSIZA RDC,20,3902
INSIZA RDC,21,3903
INSIZA RDC,21,3904
INSIZA RDC,22,3905
INSIZA RDC,22,3906
INSIZA RDC,22,3907
INSIZA RDC,23,3908
INSIZA RDC,23,3909
INSIZA RDC,23,3910
MANGWE RDC,1,3911
MANGWE RDC,1,3912
MANGWE RDC,1,3913
MANGWE RDC,2,3914
MANGWE RDC,2,3915
MANGWE RDC,2,3916
MANGWE RDC,3,3917
MANGWE RDC,3,3918
MANGWE RDC,3,3919
MANGWE RDC,4,3920
MANGWE RDC,4,3921
MANGWE RDC,4,3922
MANGWE RDC,5,3923
MANGWE RDC,5,3924
MANGWE RDC,5,3925
MANGWE RDC,5,3926
MANGWE RDC,6,3927
MANGWE RDC,6,3928
MANGWE RDC,6,3929
MANGWE RDC,6,3930
MANGWE RDC,7,3931
MANGWE RDC,7,3932
MANGWE RDC,7,3933
MANGWE RDC,8,3934
MANGWE RDC,8,3935
MANGWE RDC,9,3936
MANGWE RDC,9,3937
MANGWE RDC,9,3938
MANGWE RDC,10,3939
MANGWE RDC,10,3940
MANGWE RDC,10,3941
MANGWE RDC,11,3942
MANGWE RDC,12,3943
MANGWE RDC,12,3944
MANGWE RDC,12,3945
MANGWE RDC,13,3946
MANGWE RDC,13,3947
MANGWE RDC,13,3948
MANGWE RDC,13,3949
MANGWE RDC,14,3950
MANGWE RDC,14,3951
MANGWE RDC,15,3952
MANGWE RDC,15,3953
MANGWE RDC,15,3954
MANGWE RDC,16,3955
MANGWE RDC,16,3956
MANGWE RDC,16,3957
MANGWE RDC,17,3958
MANGWE RDC,17,3959
MANGWE RDC,17,3960
MATOBO RDC,1,3961
MATOBO RDC,1,3962
MATOBO RDC,1,3963
MATOBO RDC,1,3964
MATOBO RDC,2,3965
MATOBO RDC,2,3966
MATOBO RDC,2,3967
MATOBO RDC,2,3968
MATOBO RDC,3,3969
MATOBO RDC,3,3970
MATOBO RDC,3,3971
MATOBO RDC,4,3972
MATOBO RDC,4,3973
MATOBO RDC,4,3974
MATOBO RDC,5,3975
MATOBO RDC,5,3976
MATOBO RDC,6,3977
MATOBO RDC,6,3978
MATOBO RDC,6,3979
MATOBO RDC,6,3980
MATOBO RDC,7,3981
MATOBO RDC,7,3982
MATOBO RDC,7,3983
MATOBO RDC,7,3984
MATOBO RDC,8,3985
MATOBO RDC,8,3986
MATOBO RDC,8,3987
MATOBO RDC,9,3988
MATOBO RDC,9,3989
MATOBO RDC,9,3990
MATOBO RDC,10,3991
MATOBO RDC,10,3992
MATOBO RDC,11,3993
MATOBO RDC,11,3994
MATOBO RDC,12,3995
MATOBO RDC,12,3996
MATOBO RDC,12,3997
MATOBO RDC,13,3998
MATOBO RDC,13,3999
MATOBO RDC,14,4000
MATOBO RDC,14,4001
MATOBO RDC,14,4002
MATOBO RDC,14,4003
MATOBO RDC,15,4004
MATOBO RDC,15,4005
MATOBO RDC,15,4006
MATOBO RDC,15,4007
MATOBO RDC,16,4008
MATOBO RDC,16,4009
MATOBO RDC,16,4010
MATOBO RDC,16,4011
MATOBO RDC,16,4012
MATOBO RDC,17,4013
MATOBO RDC,17,4014
MATOBO RDC,18,4015
MATOBO RDC,18,4016
MATOBO RDC,19,4017
MATOBO RDC,19,4018
MATOBO RDC,19,4019
MATOBO RDC,19,4020
MATOBO RDC,20,4021
MATOBO RDC,21,4022
MATOBO RDC,21,4023
MATOBO RDC,21,4024
MATOBO RDC,22,4025
MATOBO RDC,22,4026
MATOBO RDC,22,4027
MATOBO RDC,23,4028
MATOBO RDC,24,4029
MATOBO RDC,25,4030
MATOBO RDC,25,4031
MATOBO RDC,25,4032
PLUMTREE TOWN COUNCIL,1,4033
PLUMTREE TOWN COUNCIL,1,4034
PLUMTREE TOWN COUNCIL,1,4035
PLUMTREE TOWN COUNCIL,2,4036
PLUMTREE TOWN COUNCIL,2,4037
PLUMTREE TOWN COUNCIL,2,4038
PLUMTREE TOWN COUNCIL,3,4039
PLUMTREE TOWN COUNCIL,3,4040
PLUMTREE TOWN COUNCIL,3,4041
PLUMTREE TOWN COUNCIL,3,4042
PLUMTREE TOWN COUNCIL,4,4043
PLUMTREE TOWN COUNCIL,4,4044
PLUMTREE TOWN COUNCIL,4,4045
PLUMTREE TOWN COUNCIL,5,4046
PLUMTREE TOWN COUNCIL,5,4047
PLUMTREE TOWN COUNCIL,6,4048
PLUMTREE TOWN COUNCIL,6,4049
PLUMTREE TOWN COUNCIL,6,4050
PLUMTREE TOWN COUNCIL,6,4051
PLUMTREE TOWN COUNCIL,6,4052
UMZINGWANE RDC,1,4053
UMZINGWANE RDC,1,4054
UMZINGWANE RDC,2,4055
UMZINGWANE RDC,2,4056
UMZINGWANE RDC,2,4057
UMZINGWANE RDC,3,4058
UMZINGWANE RDC,3,4059
UMZINGWANE RDC,3,4060
UMZINGWANE RDC,4,4061
UMZINGWANE RDC,4,4062
UMZINGWANE RDC,4,4063
UMZINGWANE RDC,5,4064
UMZINGWANE RDC,5,4065
UMZINGWANE RDC,5,4066
UMZINGWANE RDC,6,4067
UMZINGWANE RDC,6,4068
UMZINGWANE RDC,6,4069
UMZINGWANE RDC,6,4070
UMZINGWANE RDC,6,4071
UMZINGWANE RDC,7,4072
UMZINGWANE RDC,7,4073
UMZINGWANE RDC,7,4074
UMZINGWANE RDC,8,4075
UMZINGWANE RDC,8,4076
UMZINGWANE RDC,8,4077
UMZINGWANE RDC,9,4078
UMZINGWANE RDC,9,4079
UMZINGWANE RDC,10,4080
UMZINGWANE RDC,10,4081
UMZINGWANE RDC,10,4082
UMZINGWANE RDC,11,4083
UMZINGWANE RDC,11,4084
UMZINGWANE RDC,11,4085
UMZINGWANE RDC,12,4086
UMZINGWANE RDC,12,4087
UMZINGWANE RDC,12,4088
UMZINGWANE RDC,13,4089
UMZINGWANE RDC,13,4090
UMZINGWANE RDC,13,4091
UMZINGWANE RDC,14,4092
UMZINGWANE RDC,15,4093
UMZINGWANE RDC,16,4094
UMZINGWANE RDC,16,4095
UMZINGWANE RDC,17,4096
UMZINGWANE RDC,18,4097
UMZINGWANE RDC,18,4098
UMZINGWANE RDC,18,4099
UMZINGWANE RDC,18,4100
UMZINGWANE RDC,19,4101
UMZINGWANE RDC,19,4102
UMZINGWANE RDC,19,4103
UMZINGWANE RDC,20,4104
UMZINGWANE RDC,20,4105
Gokwe North RDC,1,4106
Gokwe North RDC,1,4107
Gokwe North RDC,2,4108
Gokwe North RDC,2,4109
Gokwe North RDC,3,4110
Gokwe North RDC,3,4111
Gokwe North RDC,4,4112
Gokwe North RDC,4,4113
Gokwe North RDC,5,4114
Gokwe North RDC,5,4115
Gokwe North RDC,6,4116
Gokwe North RDC,6,4117
Gokwe North RDC,7,4118
Gokwe North RDC,7,4119
Gokwe North RDC,8,4120
Gokwe North RDC,8,4121
Gokwe North RDC,9,4122
Gokwe North RDC,9,4123
Gokwe North RDC,10,4124
Gokwe North RDC,10,4125
Gokwe North RDC,11,4126
Gokwe North RDC,11,4127
Gokwe North RDC,12,4128
Gokwe North RDC,12,4129
Gokwe North RDC,13,4130
Gokwe North RDC,13,4131
Gokwe North RDC,14,4132
Gokwe North RDC,14,4133
Gokwe North RDC,15,4134
Gokwe North RDC,15,4135
Gokwe North RDC,16,4136
Gokwe North RDC,16,4137
Gokwe North RDC,17,4138
Gokwe North RDC,17,4139
Gokwe North RDC,18,4140
Gokwe North RDC,18,4141
Gokwe North RDC,19,4142
Gokwe North RDC,19,4143
Gokwe North RDC,20,4144
Gokwe North RDC,20,4145
Gokwe North RDC,21,4146
Gokwe North RDC,22,4147
Gokwe North RDC,22,4148
Gokwe North RDC,23,4149
Gokwe North RDC,23,4150
Gokwe North RDC,24,4151
Gokwe North RDC,24,4152
Gokwe North RDC,25,4153
Gokwe North RDC,25,4154
Gokwe North RDC,26,4155
Gokwe North RDC,26,4156
Gokwe North RDC,27,4157
Gokwe North RDC,27,4158
Gokwe North RDC,28,4159
Gokwe North RDC,28,4160
Gokwe North RDC,29,4161
Gokwe North RDC,29,4162
Gokwe North RDC,30,4163
Gokwe North RDC,30,4164
Gokwe North RDC,31,4165
Gokwe North RDC,31,4166
Gokwe North RDC,32,4167
Gokwe North RDC,32,4168
Gokwe North RDC,33,4169
Gokwe North RDC,33,4170
Gokwe North RDC,34,4171
Gokwe North RDC,34,4172
Gokwe North RDC,35,4173
Gokwe North RDC,35,4174
Gokwe North RDC,36,4175
Gokwe North RDC,36,4176
Gokwe South RDC,1,4177
Gokwe South RDC,1,4178
Gokwe South RDC,2,4179
Gokwe South RDC,2,4180
Gokwe South RDC,3,4181
Gokwe South RDC,3,4182
Gokwe South RDC,4,4183
Gokwe South RDC,4,4184
Gokwe South RDC,5,4185
Gokwe South RDC,5,4186
Gokwe South RDC,6,4187
Gokwe South RDC,6,4188
Gokwe South RDC,7,4189
Gokwe South RDC,7,4190
Gokwe South RDC,8,4191
Gokwe South RDC,8,4192
Gokwe South RDC,8,4193
Gokwe South RDC,9,4194
Gokwe South RDC,9,4195
Gokwe South RDC,9,4196
Gokwe South RDC,10,4197
Gokwe South RDC,10,4198
Gokwe South RDC,11,4199
Gokwe South RDC,11,4200
Gokwe South RDC,11,4201
Gokwe South RDC,12,4202
Gokwe South RDC,12,4203
Gokwe South RDC,12,4204
Gokwe South RDC,13,4205
Gokwe South RDC,13,4206
Gokwe South RDC,13,4207
Gokwe South RDC,14,4208
Gokwe South RDC,14,4209
Gokwe South RDC,15,4210
Gokwe South RDC,15,4211
Gokwe South RDC,16,4212
Gokwe South RDC,17,4213
