Province,DISTRICT,LOCAL AUTHORITY,CONSTITUENCY,WARD NO.,POLLING STATIONS,FACILITY,"DabengwaDumiso (ZAPU)","Mugabe Robert Gabriel(ZANU PF)","MukwazheMunnodeiKissnote (ZDP)","Ncube Welshman(MDC)","Tsvangirayi Morgan(MDC-T)","Total VotesRejected","Ballot PapersUnaccounted for",Total Votes Cast,"Total Valid VotesCast"
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Chimoio Business Centre,Tent,1,139,1,12,136,4,0,293,289
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Gurungwa Primary,School,0,333,0,5,48,2,0,388,386
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Hungwe Primary,School,0,347,0,7,118,5,0,477,472
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Neuso Business Centre,Shed,1,373,1,6,102,4,0,487,483
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Neuso Primary School,School,1,222,0,7,109,13,0,352,339
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Nyatsambo Primary,School,3,160,1,10,128,4,0,306,302
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,Nyatsanga Primary,School,2,217,1,17,271,9,0,517,508
Mash West,Chegutu,Chegutu RDC,Chegutu East,2,St  Mathias Rukuma Primary,School,0,10,0,2,39,2,0,53,51
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,3,Chirundazi Primary,School,2,256,2,17,146,9,0,432,423
Mash West,Chegutu,Chegutu RDC,Chegutu East,3,Chishoshe Primary,School,0,160,0,11,177,1,0,349,348
Mash West,Chegutu,Chegutu RDC,Chegutu East,3,Musinami Clinic,shed,3,308,1,13,260,8,0,593,585
Mash West,Chegutu,Chegutu RDC,Chegutu East,3,St Marks Primary,School,0,193,0,11,171,7,0,382,375
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,11,French Hoek Farm,Tent,1,203,1,6,43,2,0,256,254
Mash West,Chegutu,Chegutu RDC,Chegutu East,11,Kuni/Chengeta Primary,School,0,308,1,1,46,2,0,358,356
Mash West,Chegutu,Chegutu RDC,Chegutu East,11,Martindale Primary,School,3,472,0,1,27,2,0,505,503
Mash West,Chegutu,Chegutu RDC,Chegutu East,11,Selous Tobacco Primary,School,4,454,0,4,45,5,0,512,507
Mash West,Chegutu,Chegutu RDC,Chegutu East,11,Spencer  Clinic,Clinic,1,92,1,0,11,2,0,107,105
Mash West,Chegutu,Chegutu RDC,Chegutu East,11,Zimbo Junction Primary,School,3,147,1,3,20,3,0,177,174
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Emojeni Farm,Tent,0,131,0,0,7,4,0,142,138
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Farnley Farm,Tent,1,163,0,0,2,1,0,167,166
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Homedale Clinic,Shed,0,248,0,0,7,3,0,258,255
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Linden Park Farm,Shed,1,41,0,3,9,0,0,54,54
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Lothian Farm,Shed,1,318,0,1,7,4,0,331,327
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Masden Farm,Shed,0,199,0,0,1,3,0,203,200
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Shingwiri Primary,School,0,145,0,3,14,13,0,175,162
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Stocksay Farm,Shed,2,142,0,0,5,3,0,152,149
Mash West,Chegutu,Chegutu RDC,Chegutu East,12,Tilford Farm,Tent,2,88,0,0,4,1,0,95,94
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,16,Mbuyanehanda Clinic,Shed,0,35,0,2,23,0,0,60,60
Mash West,Chegutu,Chegutu RDC,Chegutu East,16,Mkwasha  Primary,School,0,230,1,1,36,4,0,272,268
Mash West,Chegutu,Chegutu RDC,Chegutu East,16,Waze Primary,School,0,121,0,2,42,1,0,166,165
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,17,Dombwe Secondary,School,2,181,0,2,89,1,0,275,274
Mash West,Chegutu,Chegutu RDC,Chegutu East,17,Mawanda Primary,School,0,61,0,2,23,0,0,86,86
Mash West,Chegutu,Chegutu RDC,Chegutu East,17,Msengezi High,School,0,62,0,2,31,2,0,97,95
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,18,Chirinhengo Primary,School,0,164,0,3,36,3,0,206,203
Mash West,Chegutu,Chegutu RDC,Chegutu East,18,Kanhema Crossroads,Tent,0,64,0,1,4,1,0,70,69
Mash West,Chegutu,Chegutu RDC,Chegutu East,18,Maritangwe Primary,School,1,118,0,1,24,2,0,146,144
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,19,Chiwanza Coop,Tent,1,148,0,2,31,0,0,182,182
Mash West,Chegutu,Chegutu RDC,Chegutu East,19,Marshall Hartley  Pimary,School,0,82,0,1,35,2,0,120,118
Mash West,Chegutu,Chegutu RDC,Chegutu East,19,Msengezi Primary,School,0,128,0,4,57,2,0,191,189
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,20,Bayhorse Clinic,Clinic,1,81,0,1,3,1,0,87,86
Mash West,Chegutu,Chegutu RDC,Chegutu East,20,Chevarozvi Primary,School,2,191,0,1,31,2,0,227,225
Mash West,Chegutu,Chegutu RDC,Chegutu East,20,Chishayabvudzi Primary,School,0,354,1,2,33,1,0,391,390
Mash West,Chegutu,Chegutu RDC,Chegutu East,20,Johannadale Farm,Shed,1,384,2,3,40,11,0,441,430
Mash West,Chegutu,Chegutu RDC,Chegutu East,20,Mbafa Primary,School,1,312,1,0,27,0,0,341,341
Mash West,Chegutu,Chegutu RDC,Chegutu East,20,Rudaviro Coop,Tent,1,391,1,0,20,2,0,415,413
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,21,Bingaguru Primary,School,0,90,0,4,26,0,0,120,120
Mash West,Chegutu,Chegutu RDC,Chegutu East,21,Exwich Primary,School,2,173,0,0,20,7,0,202,195
Mash West,Chegutu,Chegutu RDC,Chegutu East,21,Mupfure College,School,1,129,0,1,23,1,0,155,154
Mash West,Chegutu,Chegutu RDC,Chegutu East,21,Orange Grove Farm,Shed,1,92,1,2,16,4,0,116,112
Mash West,Chegutu,Chegutu RDC,Chegutu East,21,Scotsdale Primary,School,0,46,1,1,31,2,0,81,79
Mash West,Chegutu,Chegutu RDC,Chegutu East,21,Wicklow  Primary,School,1,482,2,12,49,6,0,552,546
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Aijapo Primary,School,0,422,0,0,6,2,0,430,428
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Balcutha Farm,Shed,0,83,0,1,12,2,0,98,96
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Chikanga Primary,School,3,320,0,1,9,4,0,337,333
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Danangwe Primary,School,0,867,1,4,21,12,0,905,893
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Gadzema Primary,School,4,227,0,6,104,2,0,343,341
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Garamwe Primary,School,0,180,0,0,1,3,0,184,181
Mash West,Chegutu,Chegutu RDC,Chegutu East,22,Wanimo Farm,Tent,1,58,0,2,3,0,0,64,64
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Ameva Primary,School,1,167,1,4,25,5,0,203,198
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Balwarrie Farm Settlement,Shed,1,251,0,0,18,1,0,271,270
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Lismore Farm Settlement,School,2,423,0,1,13,6,0,445,439
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Lourie Farm,Tent,0,104,0,2,8,1,0,115,114
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Murambe Primary,School,0,270,0,3,17,5,0,295,290
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Sable Park Farm,Tent,1,105,0,1,6,1,0,114,113
Mash West,Chegutu,Chegutu RDC,Chegutu East,23,Thistle Primary,School,0,45,0,2,14,0,0,61,61
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,26,Katawa Primary,Shed,5,376,1,2,24,1,0,409,408
Mash West,Chegutu,Chegutu RDC,Chegutu East,26,La Rhone Farm,Shed,0,209,0,0,9,3,0,221,218
Mash West,Chegutu,Chegutu RDC,Chegutu East,26,Mopani Primary,School,1,209,1,2,27,4,0,244,240
Mash West,Chegutu,Chegutu RDC,Chegutu East,26,Rutara  Primary,School,1,257,0,2,35,2,0,297,295
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu East,29,Burnbank Junior,Shed,1,187,0,0,25,4,0,217,213
Mash West,Chegutu,Chegutu RDC,Chegutu East,29,Buttercombe,Tent,0,221,0,1,19,0,0,241,241
Mash West,Chegutu,Chegutu RDC,Chegutu East,29,Mafuti  Primary,School,0,343,0,4,39,9,0,395,386
Mash West,Chegutu,Chegutu RDC,Chegutu East,29,Melbury/Mashumba Farm,Tent,0,25,0,2,9,1,0,37,36
Mash West,Chegutu,Chegutu RDC,Chegutu East,29,Naemoor Primary,School,0,55,1,0,14,1,0,71,70
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,1,Chegutu Civic Centre,Tent,0,34,0,1,64,3,0,102,99
Mash West,Chegutu,Chegutu Municipality,Chegutu West,1,David Whitehead Primary A,School,0,18,0,0,39,0,0,57,57
Mash West,Chegutu,Chegutu Municipality,Chegutu West,1,David Whitehead Primary B,School,0,18,0,0,34,0,0,52,52
Mash West,Chegutu,Chegutu Municipality,Chegutu West,1,Open Space Near Hospital,Tent,1,49,2,1,73,1,0,127,126
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,2,Madhatter Pre School,Creche,0,80,0,2,150,1,0,233,232
Mash West,Chegutu,Chegutu Municipality,Chegutu West,2,Rifle Range Open Space,Tent,0,104,2,4,191,2,0,303,301
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,3,Chestgate Shopping Centre,Tent,2,249,1,8,262,8,0,530,522
Mash West,Chegutu,Chegutu Municipality,Chegutu West,3,Cnr Langan and Cattle Trail,Tent,2,151,0,4,208,11,0,376,365
Mash West,Chegutu,Chegutu Municipality,Chegutu West,3,Hartley 1 Primary  C,School,0,45,0,0,63,0,0,108,108
Mash West,Chegutu,Chegutu Municipality,Chegutu West,3,Hartley 1 Primary A,School,1,87,0,3,174,1,0,266,265
Mash West,Chegutu,Chegutu Municipality,Chegutu West,3,Hartley 1 Primary B,School,0,170,0,0,125,3,0,298,295
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,4,Chegutu Community  Hall,Community Hall,0,353,2,17,378,27,0,777,750
Mash West,Chegutu,Chegutu Municipality,Chegutu West,4,Chitongo Shopping Centre,Tent,0,184,2,7,258,3,0,454,451
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,5,St Francis Primary A,School,0,97,0,3,99,0,0,199,199
Mash West,Chegutu,Chegutu Municipality,Chegutu West,5,St Francis Primary B,School,0,26,0,3,36,1,0,66,65
Mash West,Chegutu,Chegutu Municipality,Chegutu West,5,St Francis Primary C,School,0,21,0,1,26,0,0,48,48
Mash West,Chegutu,Chegutu Municipality,Chegutu West,5,St Francis Secondary A,School,0,82,0,4,59,2,0,147,145
Mash West,Chegutu,Chegutu Municipality,Chegutu West,5,St Francis Secondary B,School,0,20,0,2,27,2,0,51,49
Mash West,Chegutu,Chegutu Municipality,Chegutu West,5,St Francis Secondary C,School,0,19,0,0,24,0,0,43,43
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,6,Chegutu Primary A,School,1,88,0,5,115,6,0,215,209
Mash West,Chegutu,Chegutu Municipality,Chegutu West,6,Chegutu Primary B,School,0,88,0,0,109,3,0,200,197
Mash West,Chegutu,Chegutu Municipality,Chegutu West,6,Chegutu Primary C,School,0,61,1,2,78,6,0,148,142
Mash West,Chegutu,Chegutu Municipality,Chegutu West,6,Pfupajena Secondary A,School,0,98,0,1,154,4,0,257,253
Mash West,Chegutu,Chegutu Municipality,Chegutu West,6,Pfupajena Secondary B,School,0,79,1,4,157,5,0,246,241
Mash West,Chegutu,Chegutu Municipality,Chegutu West,6,Pfupajena Secondary C,School,0,94,0,2,156,4,0,256,252
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,7,Maketa Shopping Centre,Tent,1,322,0,11,485,18,0,837,819
Mash West,Chegutu,Chegutu Municipality,Chegutu West,7,MBT Tuckshop,Tent,0,254,1,14,306,12,0,587,575
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,8,Pfupajena Primary A,School,1,64,0,3,123,2,0,193,191
Mash West,Chegutu,Chegutu Municipality,Chegutu West,8,Pfupajena Primary B,School,1,112,2,6,185,1,0,307,306
Mash West,Chegutu,Chegutu Municipality,Chegutu West,8,Pfupajena Primary C,School,0,66,0,5,162,4,,237,233
Mash West,Chegutu,Chegutu Municipality,Chegutu West,8,Westend Market,Tent,0,118,0,9,210,5,0,342,337
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,9,Hartley 2  Primary A,School,0,97,0,10,142,3,0,252,249
Mash West,Chegutu,Chegutu Municipality,Chegutu West,9,Hartley 2  Primary B,School,0,61,0,6,112,2,0,181,179
Mash West,Chegutu,Chegutu Municipality,Chegutu West,9,Hartley 2  Primary C,School,0,75,0,10,167,3,0,255,252
Mash West,Chegutu,Chegutu Municipality,Chegutu West,9,Welfare Centre,Shed,2,156,0,2,235,1,0,396,395
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,Chegutu High School A,School,0,53,1,1,62,1,0,118,117
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,Chegutu High School B,School,0,72,0,0,104,2,0,178,176
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,Chegutu High School C,School,0,129,0,2,164,4,0,299,295
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,Chinengundu Primary,School,0,25,0,1,44,1,0,71,70
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,Chinengundu Primary A,School,0,62,0,3,100,2,0,167,165
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,Chinengundu Primary B,School,0,51,0,1,102,2,0,156,154
Mash West,Chegutu,Chegutu Municipality,Chegutu West,10,ZMDC Creche,Creche,0,156,0,2,200,5,0,363,358
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,11,Kaguvi Primary A,School,0,154,1,3,252,9,0,419,410
Mash West,Chegutu,Chegutu Municipality,Chegutu West,11,Kaguvi Primary B,School,1,129,0,6,249,9,0,394,385
Mash West,Chegutu,Chegutu Municipality,Chegutu West,11,Kaguvi Primary C,School,0,80,0,2,189,2,0,273,271
Mash West,Chegutu,Chegutu Municipality,Chegutu West,11,Nyangani Shopping Centre,Tent,0,176,1,9,392,8,0,586,578
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu Municipality,Chegutu West,12,Mataka Shopping Centre,Tent,2,269,0,10,536,11,0,828,817
Mash West,Chegutu,Chegutu Municipality,Chegutu West,12,MJ Shopping Centre,Tent,2,264,2,13,467,20,0,768,748
Mash West,Chegutu,Chegutu Municipality,Chegutu West,12,Our Lady Of Sorrows Primary,School,5,358,2,3,503,45,0,916,871
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu West,24,Borsbury Primary,School,2,194,1,5,64,3,0,269,266
Mash West,Chegutu,Chegutu RDC,Chegutu West,24,Brunswick Clinic,Shed,6,506,2,6,83,14,0,617,603
Mash West,Chegutu,Chegutu RDC,Chegutu West,24,Maradadi Primary,School,6,344,2,4,47,14,0,417,403
Mash West,Chegutu,Chegutu RDC,Chegutu West,24,Rogate Primary,School,1,271,0,8,32,7,0,319,312
Mash West,Chegutu,Chegutu RDC,Chegutu West,24,Suri Suri,Tent,2,787,1,1,127,14,0,932,918
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu West,25,Laforte/Shingirirayi Primary,School,1,379,2,1,33,8,,424,416
Mash West,Chegutu,Chegutu RDC,Chegutu West,25,Old Ham Estate,Shed,1,156,1,2,10,0,0,170,170
Mash West,Chegutu,Chegutu RDC,Chegutu West,25,Pickstone Primary,School,2,257,0,3,24,3,0,289,286
Mash West,Chegutu,Chegutu RDC,Chegutu West,25,Tiverton  Primary,School,3,524,1,3,32,10,0,573,563
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,Ardlui Farm,Shed,0,40,0,1,6,0,0,47,47
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,Bonnezim Farm,Tent,0,60,1,1,39,6,0,107,101
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,Borden Primary,School,0,121,0,1,14,5,0,141,136
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,Bryden Primary,School,0,10,0,3,27,1,0,41,40
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,Crema Farm,Tent,0,165,1,7,50,8,0,231,223
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,Philipot Farm,Tent,1,117,2,3,36,9,0,168,159
Mash West,Chegutu,Chegutu RDC,Chegutu West,28,The Grange,Tent,4,155,2,3,47,5,0,216,211
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,1,Chibikira Primary,School,1,212,1,11,139,10,0,374,364
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,1,Matanha  Primary,School,0,141,1,10,1,1,0,154,153
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,1,Matarutse  Primary,School,4,348,2,15,153,0,0,522,522
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,1,Nyamashesha Primary,School,1,236,1,10,92,4,0,344,340
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,1,Nyamashesha Secondary,School,0,81,0,6,64,4,0,155,151
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,1,Rukuma Business Centre,Tent,2,240,0,11,140,8,0,401,393
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Bonda Business Centre,Tent,1,100,1,5,75,4,0,186,182
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Chipashu Primary,School,0,270,0,8,119,1,0,398,397
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Guvamombe Primary,School,1,189,1,20,237,5,0,453,448
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Mashayamombe Primary,School,4,232,1,30,186,6,0,459,453
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Nyangweni Primary,School,3,324,1,11,188,10,0,537,527
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Rio Tinto Secondary,School,2,236,0,18,264,4,0,524,520
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,4,Zibhowa Primary,School,1,62,1,8,65,5,0,142,137
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,5,Gavaza Primary,School,0,114,1,15,124,5,0,259,254
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,5,Kwari Primary,School,3,160,1,6,76,7,0,253,246
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,5,Makaure Primary,School,0,58,0,5,68,3,0,134,131
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,5,Rwizi Clinic,Shed,0,125,0,12,131,2,0,270,268
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,5,St Boniface Primary,School,1,164,1,12,94,8,0,280,272
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,6,Doctor Chikwava Clinic,Clinic,2,189,1,5,44,5,0,246,241
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,6,Gora Primary,School,0,131,0,5,91,5,0,232,227
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,6,Marigumura Primary,School,4,262,0,4,85,4,0,359,355
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,6,Roman Catholic Chucrh(Katsambe),Church,0,20,0,1,23,1,0,45,44
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,7,Chomuchena Secondary,School,0,84,1,6,50,3,0,144,141
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,7,Mukono Primary,School,1,134,0,2,57,7,0,201,194
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,7,Nyokandove Primary,School,1,112,1,5,55,4,0,178,174
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,7,Nyundo Primary,School,2,238,0,6,51,4,0,301,297
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,7,St Peters  Musonza Primary,School,0,152,0,2,32,4,0,190,186
Mash West,Chegutu,Chegutu RDC,Mhondoro Mubaira,7,Watyoka Clinic,Shed,1,265,0,2,79,5,0,352,347
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
